Event Name,Date,Venue,City,Country,Genre,Main Artist,Supporting Artists,Ticket Price,Event Type,Venue Capacity,Event Status,Event URL,Organizer
BTS Festival,2024-10-14,O2 Arena,Mumbai,France,Pop,Ed Sheeran,"Drake, Adele, The Weeknd",$53 - $328,Festival,49630,Rescheduled,https://mockticketmaster.com/event/44068,Mock Promoter 8
Drake Festival,2024-09-29,O2 Arena,Sydney,Japan,R&B,Ed Sheeran,"BTS, Ed Sheeran, Taylor Swift",$34 - $346,Festival,61090,Postponed,https://mockticketmaster.com/event/56274,Mock Promoter 7
The Weeknd Concert,2024-12-15,Royal Albert Hall,Berlin,Japan,Classical,The Weeknd,Drake,$66 - $494,Festival,19726,Rescheduled,https://mockticketmaster.com/event/96661,Mock Promoter 10
The Weeknd Festival,2025-01-12,Hollywood Bowl,Los Angeles,Australia,Classical,Beyoncé,,$59 - $321,Festival,6390,Rescheduled,https://mockticketmaster.com/event/92603,Mock Promoter 3
The Weeknd Concert,2024-10-28,Sydney Opera House,Mumbai,Australia,Electronic,Ed Sheeran,,$155 - $395,Festival,73312,Rescheduled,https://mockticketmaster.com/event/41685,Mock Promoter 1
Billie Eilish Concert,2024-10-30,Madison Square Garden,London,UK,Hip Hop,The Weeknd,Adele,$121 - $386,Festival,47665,Rescheduled,https://mockticketmaster.com/event/91735,Mock Promoter 5
Drake Festival,2024-08-12,Royal Albert Hall,Berlin,USA,R&B,Adele,Ed Sheeran,$45 - $308,Festival,80153,Rescheduled,https://mockticketmaster.com/event/16153,Mock Promoter 4
The Weeknd Festival,2024-12-08,Sydney Opera House,Berlin,USA,Rock,Taylor Swift,Ed Sheeran,$182 - $483,Festival,29655,Postponed,https://mockticketmaster.com/event/14553,Mock Promoter 1
Taylor Swift Festival,2025-01-01,Royal Albert Hall,Berlin,Japan,Electronic,Billie Eilish,,$45 - $486,Concert,23289,Scheduled,https://mockticketmaster.com/event/64761,Mock Promoter 10
Beyoncé Festival,2024-09-23,O2 Arena,Los Angeles,France,Pop,Drake,"Billie Eilish, Ed Sheeran, Taylor Swift",$171 - $271,Concert,43120,Postponed,https://mockticketmaster.com/event/90606,Mock Promoter 6
The Weeknd Concert,2024-10-04,Madison Square Garden,Paris,Germany,Hip Hop,Beyoncé,,$166 - $305,Festival,9217,Scheduled,https://mockticketmaster.com/event/37548,Mock Promoter 4
Beyoncé Festival,2024-10-11,Madison Square Garden,Berlin,UK,Jazz,Adele,"Taylor Swift, Ed Sheeran, Drake",$176 - $403,Festival,30324,Cancelled,https://mockticketmaster.com/event/65294,Mock Promoter 8
Adele Concert,2024-11-18,O2 Arena,Los Angeles,Australia,Pop,Adele,,$70 - $232,Festival,82529,Postponed,https://mockticketmaster.com/event/16078,Mock Promoter 6
Beyoncé Festival,2024-09-29,Madison Square Garden,New York,Australia,Country,Billie Eilish,Drake,$73 - $277,Concert,67099,Cancelled,https://mockticketmaster.com/event/13421,Mock Promoter 2
Adele Concert,2024-09-13,Royal Albert Hall,New York,India,Jazz,Ed Sheeran,,$185 - $202,Concert,20106,Rescheduled,https://mockticketmaster.com/event/85638,Mock Promoter 2
Billie Eilish Concert,2024-09-21,Hollywood Bowl,Los Angeles,Japan,Rock,Drake,"BTS, Adele",$62 - $295,Concert,34840,Cancelled,https://mockticketmaster.com/event/42765,Mock Promoter 5
Drake Festival,2025-01-06,Royal Albert Hall,Los Angeles,Germany,Rock,The Weeknd,"Taylor Swift, Billie Eilish, BTS",$88 - $356,Concert,37926,Cancelled,https://mockticketmaster.com/event/45680,Mock Promoter 1
BTS Concert,2024-09-22,Madison Square Garden,Sydney,Japan,Rock,Ed Sheeran,"Billie Eilish, Ed Sheeran",$52 - $296,Concert,82196,Cancelled,https://mockticketmaster.com/event/12130,Mock Promoter 1
Beyoncé Festival,2024-10-09,Madison Square Garden,Sydney,India,Hip Hop,Adele,"Adele, Beyoncé, Taylor Swift",$159 - $382,Festival,21404,Scheduled,https://mockticketmaster.com/event/35964,Mock Promoter 6
The Weeknd Festival,2024-08-10,Royal Albert Hall,Tokyo,UK,Rock,Drake,"Billie Eilish, BTS, The Weeknd",$189 - $443,Concert,62248,Scheduled,https://mockticketmaster.com/event/24887,Mock Promoter 9
Drake Concert,2024-08-30,Hollywood Bowl,Mumbai,Australia,Hip Hop,Taylor Swift,,$169 - $477,Concert,51285,Postponed,https://mockticketmaster.com/event/40220,Mock Promoter 7
Adele Festival,2025-01-14,Royal Albert Hall,Berlin,USA,Pop,Ed Sheeran,"BTS, Billie Eilish, Adele",$188 - $451,Festival,38572,Cancelled,https://mockticketmaster.com/event/81627,Mock Promoter 9
The Weeknd Concert,2025-01-10,Royal Albert Hall,New York,Germany,Rock,Taylor Swift,"The Weeknd, BTS, Adele",$67 - $289,Festival,49285,Rescheduled,https://mockticketmaster.com/event/51616,Mock Promoter 2
Adele Concert,2024-09-08,Hollywood Bowl,London,UK,Rock,Taylor Swift,"BTS, The Weeknd",$168 - $243,Concert,61196,Scheduled,https://mockticketmaster.com/event/57788,Mock Promoter 8
BTS Concert,2024-08-08,Royal Albert Hall,New York,India,Electronic,Taylor Swift,BTS,$148 - $480,Festival,50270,Postponed,https://mockticketmaster.com/event/23315,Mock Promoter 3
Ed Sheeran Concert,2024-08-17,Sydney Opera House,Paris,France,Pop,Ed Sheeran,"Drake, Taylor Swift",$100 - $221,Festival,23588,Scheduled,https://mockticketmaster.com/event/38173,Mock Promoter 4
BTS Concert,2024-11-18,Hollywood Bowl,Paris,Japan,Pop,Ed Sheeran,The Weeknd,$49 - $276,Festival,27292,Postponed,https://mockticketmaster.com/event/77479,Mock Promoter 10
BTS Festival,2024-08-28,O2 Arena,New York,UK,Jazz,Ed Sheeran,"Adele, Taylor Swift",$169 - $232,Festival,13305,Scheduled,https://mockticketmaster.com/event/78044,Mock Promoter 4
Drake Festival,2024-08-31,Madison Square Garden,Mumbai,Germany,Electronic,Drake,"Taylor Swift, Drake",$46 - $255,Festival,45607,Rescheduled,https://mockticketmaster.com/event/73931,Mock Promoter 10
BTS Festival,2024-10-11,Madison Square Garden,Los Angeles,Australia,Jazz,Billie Eilish,,$168 - $394,Concert,97499,Postponed,https://mockticketmaster.com/event/62278,Mock Promoter 7
Billie Eilish Festival,2024-10-01,Sydney Opera House,Mumbai,UK,Rock,Taylor Swift,"Drake, The Weeknd, Billie Eilish",$121 - $366,Concert,70473,Cancelled,https://mockticketmaster.com/event/52082,Mock Promoter 4
Ed Sheeran Concert,2024-10-13,O2 Arena,London,Japan,Pop,Taylor Swift,"Adele, Billie Eilish",$29 - $271,Concert,78353,Cancelled,https://mockticketmaster.com/event/37054,Mock Promoter 10
Ed Sheeran Festival,2024-09-07,Madison Square Garden,London,Australia,Hip Hop,Drake,Adele,$27 - $488,Concert,46716,Scheduled,https://mockticketmaster.com/event/20642,Mock Promoter 1
Billie Eilish Concert,2024-09-21,O2 Arena,Tokyo,Japan,Jazz,Billie Eilish,"Adele, Drake, Beyoncé",$163 - $483,Concert,39909,Scheduled,https://mockticketmaster.com/event/97399,Mock Promoter 1
The Weeknd Festival,2024-09-14,Madison Square Garden,Tokyo,India,Jazz,The Weeknd,BTS,$93 - $331,Festival,41650,Cancelled,https://mockticketmaster.com/event/89252,Mock Promoter 3
Billie Eilish Festival,2024-11-10,Sydney Opera House,Paris,France,Jazz,Billie Eilish,"Drake, Ed Sheeran",$66 - $361,Concert,60383,Scheduled,https://mockticketmaster.com/event/54275,Mock Promoter 10
Adele Festival,2024-11-07,Royal Albert Hall,London,Australia,Electronic,Beyoncé,"Ed Sheeran, Taylor Swift, BTS",$24 - $427,Concert,55473,Rescheduled,https://mockticketmaster.com/event/60604,Mock Promoter 7
Adele Concert,2024-12-08,O2 Arena,New York,UK,Classical,BTS,"Billie Eilish, The Weeknd",$151 - $386,Festival,9281,Rescheduled,https://mockticketmaster.com/event/96113,Mock Promoter 10
Beyoncé Concert,2025-01-01,Sydney Opera House,Paris,France,Jazz,Beyoncé,"Billie Eilish, Beyoncé",$104 - $233,Concert,5542,Cancelled,https://mockticketmaster.com/event/24963,Mock Promoter 9
Ed Sheeran Concert,2025-01-16,Royal Albert Hall,Paris,UK,Classical,Adele,"The Weeknd, Beyoncé, Ed Sheeran",$66 - $306,Concert,61254,Cancelled,https://mockticketmaster.com/event/24547,Mock Promoter 9
Adele Festival,2024-11-18,Sydney Opera House,Sydney,Japan,Jazz,Beyoncé,,$103 - $361,Concert,88685,Rescheduled,https://mockticketmaster.com/event/34759,Mock Promoter 4
Adele Festival,2024-12-06,Sydney Opera House,New York,Germany,Electronic,Ed Sheeran,"Adele, BTS",$158 - $492,Concert,50295,Rescheduled,https://mockticketmaster.com/event/84614,Mock Promoter 5
Beyoncé Festival,2024-11-20,Royal Albert Hall,Mumbai,UK,Electronic,Billie Eilish,,$113 - $425,Concert,19290,Cancelled,https://mockticketmaster.com/event/89178,Mock Promoter 9
Drake Festival,2024-11-10,Madison Square Garden,Paris,Japan,Pop,Taylor Swift,"The Weeknd, Adele",$141 - $479,Concert,78801,Scheduled,https://mockticketmaster.com/event/84007,Mock Promoter 4
Drake Concert,2024-10-09,O2 Arena,Tokyo,USA,Electronic,Adele,"Taylor Swift, Billie Eilish, Beyoncé",$71 - $280,Festival,91502,Scheduled,https://mockticketmaster.com/event/75051,Mock Promoter 10
Beyoncé Concert,2024-08-18,Sydney Opera House,Tokyo,France,Jazz,Billie Eilish,,$97 - $301,Festival,46020,Postponed,https://mockticketmaster.com/event/59215,Mock Promoter 7
The Weeknd Concert,2024-08-19,Madison Square Garden,Tokyo,UK,R&B,Ed Sheeran,"Drake, Adele",$114 - $375,Festival,23775,Rescheduled,https://mockticketmaster.com/event/98622,Mock Promoter 8
The Weeknd Festival,2024-09-25,Sydney Opera House,Berlin,India,Pop,Billie Eilish,Billie Eilish,$187 - $222,Festival,95232,Cancelled,https://mockticketmaster.com/event/77278,Mock Promoter 2
BTS Festival,2024-09-06,Hollywood Bowl,London,Australia,Classical,Beyoncé,"Taylor Swift, Adele, The Weeknd",$26 - $486,Concert,73862,Rescheduled,https://mockticketmaster.com/event/72972,Mock Promoter 8
Adele Festival,2024-11-26,O2 Arena,Sydney,India,Classical,Beyoncé,,$90 - $480,Festival,11523,Postponed,https://mockticketmaster.com/event/32839,Mock Promoter 6
Ed Sheeran Concert,2024-12-30,Royal Albert Hall,London,Australia,Electronic,Drake,"Drake, Billie Eilish",$189 - $259,Festival,41552,Rescheduled,https://mockticketmaster.com/event/29199,Mock Promoter 9
Adele Festival,2024-08-01,Sydney Opera House,Paris,Germany,Country,Billie Eilish,Billie Eilish,$105 - $208,Festival,28542,Scheduled,https://mockticketmaster.com/event/17680,Mock Promoter 6
Billie Eilish Festival,2024-09-05,Royal Albert Hall,Los Angeles,USA,Rock,BTS,"Billie Eilish, Taylor Swift",$194 - $213,Festival,81126,Rescheduled,https://mockticketmaster.com/event/72679,Mock Promoter 1
Adele Festival,2024-11-09,O2 Arena,Paris,USA,Pop,Beyoncé,"Billie Eilish, BTS, The Weeknd",$186 - $337,Concert,54912,Rescheduled,https://mockticketmaster.com/event/60703,Mock Promoter 3
Ed Sheeran Festival,2024-11-27,Sydney Opera House,Sydney,Australia,Pop,Adele,,$80 - $394,Concert,44058,Rescheduled,https://mockticketmaster.com/event/20749,Mock Promoter 4
Adele Festival,2024-10-14,Royal Albert Hall,Mumbai,France,Classical,Beyoncé,,$75 - $262,Festival,14326,Rescheduled,https://mockticketmaster.com/event/52455,Mock Promoter 9
Ed Sheeran Festival,2024-12-21,Madison Square Garden,New York,USA,Jazz,BTS,"Adele, Drake, BTS",$112 - $376,Festival,14203,Rescheduled,https://mockticketmaster.com/event/47496,Mock Promoter 2
The Weeknd Festival,2024-10-25,Madison Square Garden,Sydney,USA,Country,Ed Sheeran,"Taylor Swift, BTS, The Weeknd",$128 - $417,Festival,94383,Scheduled,https://mockticketmaster.com/event/20740,Mock Promoter 6
Billie Eilish Festival,2024-12-23,Madison Square Garden,Paris,Japan,R&B,Taylor Swift,,$183 - $217,Festival,6990,Rescheduled,https://mockticketmaster.com/event/98342,Mock Promoter 8
BTS Festival,2024-12-09,Royal Albert Hall,New York,Germany,Hip Hop,Billie Eilish,Taylor Swift,$65 - $360,Concert,30254,Cancelled,https://mockticketmaster.com/event/33375,Mock Promoter 9
The Weeknd Festival,2024-11-18,Sydney Opera House,Paris,Japan,Electronic,Taylor Swift,The Weeknd,$47 - $452,Concert,21071,Scheduled,https://mockticketmaster.com/event/73142,Mock Promoter 2
BTS Concert,2025-01-25,Sydney Opera House,Mumbai,USA,Electronic,The Weeknd,"Adele, Drake, Billie Eilish",$90 - $363,Concert,65235,Postponed,https://mockticketmaster.com/event/95979,Mock Promoter 6
Billie Eilish Concert,2024-09-20,Hollywood Bowl,Sydney,India,Hip Hop,Drake,"Billie Eilish, Beyoncé",$107 - $217,Festival,20185,Postponed,https://mockticketmaster.com/event/92491,Mock Promoter 9
Drake Concert,2024-08-20,Sydney Opera House,New York,Australia,Classical,Beyoncé,"Drake, Billie Eilish, The Weeknd",$21 - $228,Festival,74027,Postponed,https://mockticketmaster.com/event/88338,Mock Promoter 3
Billie Eilish Concert,2024-12-25,O2 Arena,Berlin,France,Country,Billie Eilish,Billie Eilish,$183 - $307,Concert,59085,Scheduled,https://mockticketmaster.com/event/62290,Mock Promoter 9
Taylor Swift Festival,2024-10-16,Sydney Opera House,New York,India,Classical,The Weeknd,Adele,$192 - $396,Concert,62721,Cancelled,https://mockticketmaster.com/event/76741,Mock Promoter 1
BTS Concert,2024-10-15,Royal Albert Hall,Sydney,Germany,Pop,Billie Eilish,"Ed Sheeran, Beyoncé",$63 - $207,Concert,34459,Rescheduled,https://mockticketmaster.com/event/42846,Mock Promoter 1
Taylor Swift Concert,2024-09-04,O2 Arena,London,USA,Classical,Drake,"BTS, Adele",$191 - $403,Concert,51632,Scheduled,https://mockticketmaster.com/event/65249,Mock Promoter 6
Taylor Swift Concert,2024-08-30,Hollywood Bowl,Tokyo,Germany,Hip Hop,Taylor Swift,,$49 - $448,Festival,36947,Scheduled,https://mockticketmaster.com/event/56425,Mock Promoter 6
Taylor Swift Concert,2024-12-28,Hollywood Bowl,London,India,Classical,Beyoncé,"Billie Eilish, Drake",$57 - $490,Concert,87046,Postponed,https://mockticketmaster.com/event/41922,Mock Promoter 1
Taylor Swift Festival,2024-09-01,Madison Square Garden,Tokyo,Germany,Electronic,Adele,"The Weeknd, Ed Sheeran, BTS",$179 - $354,Festival,71752,Postponed,https://mockticketmaster.com/event/59218,Mock Promoter 7
Billie Eilish Concert,2024-10-26,Royal Albert Hall,London,UK,Classical,BTS,"Ed Sheeran, Drake, Taylor Swift",$63 - $321,Concert,36304,Rescheduled,https://mockticketmaster.com/event/12687,Mock Promoter 5
Billie Eilish Concert,2024-09-09,O2 Arena,Tokyo,Australia,Rock,The Weeknd,"Taylor Swift, Beyoncé",$174 - $456,Festival,85463,Cancelled,https://mockticketmaster.com/event/68457,Mock Promoter 6
Billie Eilish Concert,2025-01-21,Royal Albert Hall,Paris,Germany,Jazz,Drake,"Beyoncé, The Weeknd",$30 - $380,Concert,17957,Postponed,https://mockticketmaster.com/event/58923,Mock Promoter 6
BTS Concert,2024-09-27,Hollywood Bowl,Paris,France,Hip Hop,BTS,,$165 - $479,Festival,16150,Cancelled,https://mockticketmaster.com/event/61423,Mock Promoter 3
Beyoncé Concert,2024-08-12,Royal Albert Hall,Paris,India,Country,Drake,,$158 - $269,Concert,36368,Scheduled,https://mockticketmaster.com/event/34392,Mock Promoter 5
Drake Concert,2024-10-30,Sydney Opera House,Los Angeles,Germany,Classical,Drake,,$117 - $442,Festival,62094,Cancelled,https://mockticketmaster.com/event/78019,Mock Promoter 8
BTS Concert,2024-09-21,Madison Square Garden,Tokyo,Australia,Electronic,Taylor Swift,"Adele, Billie Eilish",$112 - $261,Concert,72837,Cancelled,https://mockticketmaster.com/event/55872,Mock Promoter 1
BTS Concert,2024-11-14,Royal Albert Hall,London,France,R&B,Ed Sheeran,"Taylor Swift, Beyoncé",$114 - $221,Festival,17758,Rescheduled,https://mockticketmaster.com/event/75818,Mock Promoter 3
Billie Eilish Festival,2024-10-18,Hollywood Bowl,Berlin,Japan,Country,Ed Sheeran,"Drake, Ed Sheeran",$121 - $213,Festival,1424,Rescheduled,https://mockticketmaster.com/event/60162,Mock Promoter 10
Beyoncé Concert,2024-09-02,Royal Albert Hall,Paris,Germany,Classical,Drake,"Ed Sheeran, The Weeknd, Drake",$68 - $494,Concert,2571,Scheduled,https://mockticketmaster.com/event/43411,Mock Promoter 7
Drake Concert,2024-10-10,Sydney Opera House,Tokyo,India,Hip Hop,The Weeknd,"BTS, Billie Eilish",$105 - $301,Concert,32117,Cancelled,https://mockticketmaster.com/event/36286,Mock Promoter 4
Adele Festival,2024-09-23,Royal Albert Hall,Berlin,USA,Classical,Drake,Taylor Swift,$184 - $290,Concert,64129,Rescheduled,https://mockticketmaster.com/event/16539,Mock Promoter 7
The Weeknd Festival,2024-11-10,Madison Square Garden,New York,France,Jazz,Ed Sheeran,"Ed Sheeran, Beyoncé, Adele",$86 - $469,Festival,25937,Scheduled,https://mockticketmaster.com/event/31174,Mock Promoter 7
Drake Festival,2025-01-27,Royal Albert Hall,Sydney,USA,Hip Hop,Ed Sheeran,Beyoncé,$76 - $463,Concert,10052,Scheduled,https://mockticketmaster.com/event/63914,Mock Promoter 9
Taylor Swift Concert,2024-08-09,Sydney Opera House,Los Angeles,France,Jazz,BTS,Ed Sheeran,$111 - $242,Festival,20517,Scheduled,https://mockticketmaster.com/event/77109,Mock Promoter 2
Adele Concert,2024-12-16,Royal Albert Hall,Tokyo,France,Hip Hop,BTS,,$186 - $204,Festival,74967,Postponed,https://mockticketmaster.com/event/88257,Mock Promoter 8
Beyoncé Festival,2025-01-05,O2 Arena,Berlin,Australia,Electronic,Billie Eilish,"Drake, BTS, The Weeknd",$148 - $347,Festival,80698,Postponed,https://mockticketmaster.com/event/24591,Mock Promoter 7
Ed Sheeran Concert,2024-09-20,Royal Albert Hall,Tokyo,India,Classical,Taylor Swift,,$108 - $442,Festival,11533,Postponed,https://mockticketmaster.com/event/41370,Mock Promoter 4
Billie Eilish Festival,2024-10-27,Royal Albert Hall,Mumbai,USA,R&B,Billie Eilish,"BTS, Beyoncé",$21 - $286,Concert,31386,Postponed,https://mockticketmaster.com/event/36624,Mock Promoter 1
Taylor Swift Festival,2024-09-18,Royal Albert Hall,Mumbai,USA,Jazz,BTS,,$151 - $326,Festival,19901,Postponed,https://mockticketmaster.com/event/71498,Mock Promoter 3
Drake Concert,2024-12-09,Hollywood Bowl,Paris,India,Classical,Ed Sheeran,"Billie Eilish, Beyoncé",$190 - $366,Festival,50974,Postponed,https://mockticketmaster.com/event/86290,Mock Promoter 2
Taylor Swift Festival,2024-09-15,O2 Arena,Berlin,USA,Electronic,Ed Sheeran,"Ed Sheeran, Drake",$85 - $292,Concert,71885,Cancelled,https://mockticketmaster.com/event/55952,Mock Promoter 4
Beyoncé Festival,2024-08-17,Royal Albert Hall,Paris,USA,Jazz,Adele,,$127 - $234,Festival,60929,Postponed,https://mockticketmaster.com/event/50654,Mock Promoter 1
BTS Festival,2025-01-01,Madison Square Garden,Berlin,Australia,Classical,Billie Eilish,"Billie Eilish, Taylor Swift",$67 - $388,Festival,7648,Rescheduled,https://mockticketmaster.com/event/79721,Mock Promoter 6
The Weeknd Concert,2024-08-29,Madison Square Garden,Berlin,Japan,Rock,Billie Eilish,"Ed Sheeran, Beyoncé",$24 - $438,Concert,83958,Postponed,https://mockticketmaster.com/event/90457,Mock Promoter 2
Ed Sheeran Festival,2024-11-11,Hollywood Bowl,Berlin,Germany,Classical,Drake,Billie Eilish,$196 - $352,Concert,87706,Rescheduled,https://mockticketmaster.com/event/58230,Mock Promoter 6
Billie Eilish Concert,2024-12-12,Sydney Opera House,Los Angeles,France,Jazz,The Weeknd,,$149 - $262,Festival,36419,Cancelled,https://mockticketmaster.com/event/61054,Mock Promoter 6
Taylor Swift Festival,2024-12-11,Sydney Opera House,Sydney,Germany,Hip Hop,Taylor Swift,"Ed Sheeran, Billie Eilish",$110 - $452,Concert,69128,Rescheduled,https://mockticketmaster.com/event/11179,Mock Promoter 4
Beyoncé Festival,2025-01-21,Sydney Opera House,Mumbai,Japan,Classical,Ed Sheeran,"Adele, Ed Sheeran",$31 - $257,Concert,52430,Scheduled,https://mockticketmaster.com/event/76403,Mock Promoter 9
Taylor Swift Concert,2024-10-18,Sydney Opera House,Tokyo,Japan,Classical,The Weeknd,,$45 - $370,Concert,36269,Scheduled,https://mockticketmaster.com/event/24003,Mock Promoter 4
Taylor Swift Festival,2024-11-09,Sydney Opera House,Tokyo,India,Classical,BTS,"Ed Sheeran, Taylor Swift, BTS",$190 - $453,Concert,53418,Postponed,https://mockticketmaster.com/event/77512,Mock Promoter 6
BTS Festival,2025-01-22,Madison Square Garden,Sydney,France,Electronic,Beyoncé,"Beyoncé, Ed Sheeran, Drake",$127 - $357,Concert,64657,Postponed,https://mockticketmaster.com/event/50116,Mock Promoter 1
Ed Sheeran Festival,2024-12-20,Royal Albert Hall,Berlin,France,Hip Hop,Beyoncé,"Taylor Swift, Drake",$176 - $339,Festival,38081,Cancelled,https://mockticketmaster.com/event/42758,Mock Promoter 3
Billie Eilish Festival,2025-01-03,Madison Square Garden,Mumbai,France,Hip Hop,Taylor Swift,"BTS, Beyoncé",$115 - $283,Festival,22575,Postponed,https://mockticketmaster.com/event/40934,Mock Promoter 5
The Weeknd Festival,2025-01-16,Hollywood Bowl,Sydney,Japan,Pop,Beyoncé,"The Weeknd, Billie Eilish, Drake",$108 - $263,Concert,64736,Scheduled,https://mockticketmaster.com/event/12054,Mock Promoter 5
Ed Sheeran Festival,2024-11-28,Madison Square Garden,Berlin,Australia,Electronic,Adele,Ed Sheeran,$83 - $311,Festival,79806,Cancelled,https://mockticketmaster.com/event/45811,Mock Promoter 6
The Weeknd Festival,2024-11-14,O2 Arena,Paris,France,Classical,Taylor Swift,"Billie Eilish, The Weeknd, Ed Sheeran",$158 - $329,Festival,98774,Postponed,https://mockticketmaster.com/event/53742,Mock Promoter 2
Beyoncé Concert,2024-12-08,Hollywood Bowl,Los Angeles,USA,Pop,Beyoncé,"Taylor Swift, Billie Eilish",$167 - $266,Concert,6829,Cancelled,https://mockticketmaster.com/event/69753,Mock Promoter 1
Drake Festival,2024-12-05,Royal Albert Hall,Berlin,UK,R&B,BTS,,$192 - $386,Festival,76208,Scheduled,https://mockticketmaster.com/event/35038,Mock Promoter 9
Drake Festival,2024-09-06,Madison Square Garden,Paris,UK,Country,Taylor Swift,"Ed Sheeran, Taylor Swift, BTS",$97 - $240,Concert,77060,Cancelled,https://mockticketmaster.com/event/77083,Mock Promoter 9
Adele Concert,2024-08-23,Madison Square Garden,Tokyo,India,Classical,Ed Sheeran,The Weeknd,$105 - $494,Festival,85025,Postponed,https://mockticketmaster.com/event/80760,Mock Promoter 3
BTS Festival,2025-01-23,O2 Arena,New York,Australia,Jazz,Taylor Swift,"Ed Sheeran, Adele",$82 - $396,Festival,2202,Scheduled,https://mockticketmaster.com/event/49617,Mock Promoter 10
Adele Concert,2024-11-22,Sydney Opera House,New York,India,Pop,Adele,Billie Eilish,$120 - $332,Festival,17326,Scheduled,https://mockticketmaster.com/event/82802,Mock Promoter 6
Adele Concert,2024-09-14,Sydney Opera House,Paris,Japan,Pop,Billie Eilish,,$173 - $312,Festival,48394,Cancelled,https://mockticketmaster.com/event/29129,Mock Promoter 7
Billie Eilish Festival,2024-08-18,Sydney Opera House,Sydney,UK,Jazz,The Weeknd,"Beyoncé, Billie Eilish, The Weeknd",$189 - $340,Concert,41055,Scheduled,https://mockticketmaster.com/event/98389,Mock Promoter 6
Taylor Swift Concert,2024-09-17,Royal Albert Hall,Paris,India,Jazz,Beyoncé,,$179 - $292,Concert,41193,Cancelled,https://mockticketmaster.com/event/24350,Mock Promoter 2
Adele Festival,2024-08-31,Royal Albert Hall,Tokyo,India,Jazz,Billie Eilish,"The Weeknd, Billie Eilish",$137 - $368,Concert,30425,Cancelled,https://mockticketmaster.com/event/82223,Mock Promoter 1
Ed Sheeran Festival,2024-09-22,Sydney Opera House,Sydney,UK,R&B,Taylor Swift,Ed Sheeran,$54 - $483,Festival,11936,Scheduled,https://mockticketmaster.com/event/97373,Mock Promoter 3
The Weeknd Festival,2024-10-27,Sydney Opera House,Los Angeles,India,Pop,Adele,,$34 - $212,Festival,12516,Postponed,https://mockticketmaster.com/event/18612,Mock Promoter 3
Beyoncé Festival,2024-11-05,Hollywood Bowl,Tokyo,France,Country,The Weeknd,"BTS, The Weeknd",$80 - $475,Concert,30216,Rescheduled,https://mockticketmaster.com/event/91205,Mock Promoter 1
Drake Festival,2025-01-01,Hollywood Bowl,Mumbai,USA,Jazz,Ed Sheeran,"Taylor Swift, Beyoncé, The Weeknd",$191 - $325,Festival,89930,Postponed,https://mockticketmaster.com/event/28111,Mock Promoter 7
Taylor Swift Festival,2024-11-12,Sydney Opera House,New York,USA,Electronic,Ed Sheeran,"Adele, The Weeknd",$74 - $309,Festival,72358,Scheduled,https://mockticketmaster.com/event/40178,Mock Promoter 7
Ed Sheeran Festival,2024-12-29,Royal Albert Hall,Berlin,Japan,Pop,BTS,"Ed Sheeran, BTS, Adele",$198 - $473,Festival,55460,Cancelled,https://mockticketmaster.com/event/75516,Mock Promoter 10
Ed Sheeran Festival,2025-01-04,Royal Albert Hall,Berlin,France,Pop,Adele,,$63 - $388,Concert,79509,Postponed,https://mockticketmaster.com/event/42380,Mock Promoter 10
Ed Sheeran Concert,2024-12-14,Hollywood Bowl,Paris,Germany,R&B,Ed Sheeran,,$166 - $370,Concert,12719,Cancelled,https://mockticketmaster.com/event/16446,Mock Promoter 4
Ed Sheeran Concert,2024-09-02,Madison Square Garden,Sydney,Japan,Pop,BTS,The Weeknd,$141 - $413,Festival,28713,Cancelled,https://mockticketmaster.com/event/40207,Mock Promoter 3
BTS Concert,2024-12-28,Hollywood Bowl,New York,UK,Electronic,Adele,"Billie Eilish, Beyoncé, The Weeknd",$26 - $250,Concert,46792,Postponed,https://mockticketmaster.com/event/35493,Mock Promoter 10
Drake Festival,2024-08-13,Hollywood Bowl,Sydney,France,R&B,Drake,"Drake, The Weeknd",$164 - $329,Concert,54147,Postponed,https://mockticketmaster.com/event/60094,Mock Promoter 9
BTS Concert,2024-10-30,Royal Albert Hall,Paris,Australia,Pop,Ed Sheeran,"BTS, Drake, Ed Sheeran",$189 - $316,Concert,64617,Cancelled,https://mockticketmaster.com/event/53836,Mock Promoter 1
Beyoncé Festival,2025-01-14,Royal Albert Hall,Berlin,France,Country,Billie Eilish,"The Weeknd, Taylor Swift",$184 - $442,Concert,12930,Scheduled,https://mockticketmaster.com/event/46070,Mock Promoter 9
Ed Sheeran Concert,2024-09-28,Madison Square Garden,London,UK,Pop,Billie Eilish,"BTS, Ed Sheeran",$138 - $418,Festival,31031,Postponed,https://mockticketmaster.com/event/33384,Mock Promoter 4
Ed Sheeran Concert,2024-10-16,Royal Albert Hall,Sydney,France,Classical,Adele,"Beyoncé, Drake",$123 - $247,Festival,61610,Scheduled,https://mockticketmaster.com/event/41498,Mock Promoter 9
Drake Festival,2024-11-23,Royal Albert Hall,Sydney,USA,Country,BTS,"Ed Sheeran, The Weeknd, BTS",$118 - $424,Concert,93851,Cancelled,https://mockticketmaster.com/event/30475,Mock Promoter 8
The Weeknd Festival,2024-08-23,Royal Albert Hall,Berlin,UK,Rock,Beyoncé,,$171 - $434,Concert,65014,Postponed,https://mockticketmaster.com/event/96860,Mock Promoter 3
